"No, I'm not.","STACEY","female"
"Louise, darlin', please...","PHIL","male"
"I mean what is it with straight blokes and flowers? Where do they learn that a bunch of dead daises some how gets them out of trouble? I never bought anybody flowers, ever.","CHRISTIAN","male"
"Shirley is worth you lot put together. She's kind, she's considerate.","HEATHER","female"
"You can't do the catering for the funeral.","ROXY","female"
"Alright?","HEATHER","female"
"Of course you will be.","TANYA","female"
"To make it LOOK like they came in through the back door.","JACK","male"
"I mean there's all those extra vol-au-vents to collect - and the filling.","IAN","male"
"You ever wondered where the meter is at Buckingham Palace? Underneath a golden staircase? I could have a look for you if you like. I'm going there, Monday.Guest of a local dignitary. Not bad for the son of a barrow boy.METER","IAN","male"
"So she didn't send you round here because she was too scared to come herself?","JACK","male"
"Look I know you're hurting right now. But put yourself in my shoes for five seconds. Failed marriage. No kids. No girlfriend. Nada. No you've got a woman that loves you and wants to marry ya. That's like gold dust mate.","GARRY","male"
"No...","TANYA","female"
"Wait, Mum, I'm coming with ya. I didn't mean what I said. This has all been a big mistake. Look let's go home. I'll make us a nice cauliflower cheese?","HEATHER","female"
"That's Dead Arm.","GARRY","male"
"Well get back in there and do your job.DR","SEAN","male"
"Just wanted to say thanks. Looks like it's gonna be a busy night.","JACK","male"
"I'm glad to hear it! I shouldn't be confronted by some hairy bloke's lunchbox every time I wanna stick the kettle on. What about the kids!","IAN","male"
"Yeah maybe not. Last thing you need's a knock back.","CHRISTIAN","male"
"He's married, Clare.","BRADLEY","male"
"You know how I feel.","SEAN","male"
"Yes. Loads of times.","CLARE","female"
"I won't be long.","IAN","male"
"Oh - yeah, it's much better thanks.","IAN","male"
"Er, hanging by the phone.","ROXY","female"
"Iced or plain.","IAN","male"
"She'll come back to me.","MAX","male"
"Go on then.  Go start the crocodile tears, just like your mother used to.","IAN","male"
"Oh yeah?  So why does your face say different?","RONNIE","female"
"Here.","TANYA","female"
"Is it just you here?","TANYA","female"
"I feel a right nit.","MINTY","male"
"That's why she's been checking you out all weekend.","JACK","male"
"Alright alright, just take it easy.","IAN","male"
"‚God save the queen.  Her fascist regime. They made you a moron - ‚","CHRISTIAN","male"
"Dance, yeah, yeah, yeah alright.","GARRY","male"
"Max...","TANYA","female"
"I'm multi-talented Jane. Ian doesn't know how lucky he is having me as a partner.","CHRISTIAN","male"
"No, course not.  I'm going to nip out.  Give you love birds some privacy.You alright, stalker.  She's in there.","SEAN","male"
"So why sneak around then? Why don't you just tell him? Why don't you just get everything out in the open?","STACEY","female"
"And the bed's going over there. Kingsize, obviously, for when I'm entertaining. And I'd better put a proper hob in, so Noah can have his back...","CHRISTIAN","male"
"My feelings exactly.","TANYA","female"
"Tan...","MAX","male"
"I ain't lending you any money -","PHIL","male"
"Look, I know this orders only for twenty people, but my mate at the Council reckons he could turn this into a regular.","IAN","male"
"What are you doing back here?","STACEY","female"
"No. Mum asked me to lie Hev.  To paint her as a villain so Minty wouldn't blame himself. Trouble is he blames me. Thinks I put her up to it.","GARRY","male"
"I'll book us a hotel Tan.  Wherever you want to go. Just say.","MAX","male"
"You what?","PHIL","male"
"Where's Steven?","JANE","female"
"No, you're busy, I've got a headache.  And er by the way - welcome back.","PHIL","male"
"Sorry love. I'm skint.","STEVEN","male"
"No not at all. Sorry she gave you such a hard time.","MAX","male"
"It's not that I don't want you here, Steven... I've just got to get used to having someone new around.","JANE","female"
"He's still my husband.","STACEY","female"
"Off anywhere nice?","CHRISTIAN","male"
"Yeah, yeah you are.","STEVEN","male"
"It's your mum. She's in a right state.","HEATHER","female"
"... Now I want you to phone up Tanya and tell her you're not coming in today alright?","MINTY","male"
"Steven's worked there before ain't he?  He can manage.   Half and a white wine thanks.   How do you reckon he's doing?","IAN","male"
"Back off, you ain't helping!","SEAN","male"
"Why don't you get Clare a taxi Ian?","JANE","female"
"Oh I don't really --","IAN","male"
"No, you deserve a lie in - they'll be fine on their own.  What time's your test?","TANYA","female"
"It's not the wedding...well it is ‚cause Shirley, she was going to be my bridesmaid and... Shirley! Shirley","HEATHER","female"
"Hello Max, it's me.  Listen, you know you said you wanted to see Abi...  I thought we could do lunch.","TANYA","female"
"Yeah when he wants something.","CLARE","female"
"Why not?","JANE","female"
"Thanks Dot.","HEATHER","female"
"I'm so sorry but our hairdresser's off today.  If you wouldn't mind waiting another twenty minutesI'd behappy to...","TANYA","female"
"There was this bloke.  She ran to him...called him Daddy.","PHIL","male"
"She still loves me?","MINTY","male"
"I'll see you Rox.","RONNIE","female"
"Why did you show him my scrapbook, Mum?","STACEY","female"
"Want something?","STEVEN","male"
"I'm not sure.","GARRY","male"
"Yeah yeah, go on","PHIL","male"
"I don't need defending thanks.","JANE","female"
"What...?","SEAN","male"
"What's for afters then?  Jelly and ice-cream?","IAN","male"
"Bad boys - they're the kind of guys I seem to attract. I seem to be like a magnet for them. Like my ex.","CLARE","female"
"Did your dad tell you to ruin that dvd?","TANYA","female"
"Well that sounds Great.  I can make that. Do you want me to bring anything?","MAX","male"
"Abi? Is everything okay?","TANYA","female"
"Is that all ...","ROXY","female"
"Why shouldn't it be?  Has someone been saying something?  Cos if someone's been saying something, you shouldn't've been listening,","GARRY","male"
"What was that-?!","TANYA","female"
"Yeah well, guess who got the times wrong.","STACEY","female"
"Them not taking you, it's one college. There are others. We'll get some prospectuses, I can help you.","STEVEN","male"
"Morning all, we're going to the caff, get a fry-up, are you in? What's wrong?","HEATHER","female"
"See that's what I have to put up with, and the only people I could guarantee wouldn't judge me were my Mum and Sean.","STACEY","female"
"Nothing. I'll tell you when we get back.","IAN","male"
"Well looks like it's your lucky day.  That was him.  He's just cancelled.","CLARE","female"
"I want the truth!","MAX","male"
"Yes, sorry, Um, I wasn't expecting you back yet so...","TANYA","female"
"How is it not like that?","STACEY","female"
"That's amazing, I mean, wow. That is seriously impressive.","IAN","male"
"What?","PHIL","male"
"Great.  You're back late.","RONNIE","female"
"Sorry. I don't know what I was suggesting.  Forget it.","BRADLEY","male"
"She's not going to like it.","RONNIE","female"
"Come here -Your mum, Sean and me.","STEVEN","male"
"You remember when we were in Chicago and they dyed the river green for St Patrick's day?","ROXY","female"
"What's his face, Christopher Bailey, he's alright and Giles Deacon ain't bad.","STACEY","female"
"Yeah, that's right.","TANYA","female"
"Just talk to him. Minty loves you. He'll understand.","HEATHER","female"
"What?","IAN","male"
"So what, you up for snogging anything?","CHRISTIAN","male"
"In for a penny.","SEAN","male"
"Five grand.  Or maybe more.  Just for a birthday party.","IAN","male"
"Well don't. It's disgusting.","JANE","female"
"OK, well look.  They only live in Islington - so why don't we invite your brother around here with this Ashley fella and we can check him out? And I'll have met him.","IAN","male"
"If you did let me sleep up here, you know, I'd take things slow.","MAX","male"
"Yeah, I know. Come on.","RONNIE","female"
"Hello love.  Just doing a little bit of stock taking.","IAN","male"
"It won't cost you a penny will it. If you mean what you promise, it won't. You're sitting there swearing that you'll never cheat on me again. And you can't do it, can you?","TANYA","female"
"Lauren, darlin' -","MAX","male"
"Uh, no. I... had her and Christian running around all over the place, preparing for the event... so I thought I'd let them have the meal instead.","IAN","male"
"What? Good for the goose and all that.","CHRISTIAN","male"
"Hang on a minute, if they're out of it, does that mean we've won?","MINTY","male"
"Bit desperate ain't she?","ROXY","female"
"No.","SEAN","male"
"He took it well then?","PHIL","male"
"It's a pub - and it's your job!","PHIL","male"
"You're still going on about that flaming competition. I'm breaking my heart here.","GARRY","male"
"You're a Branning ain't you?  Wouldn't trust you as far as I could throw you.","ROXY","female"
"Become a monk or something.","GARRY","male"
"It'll be a mix up. They're useless that bank. I'll speak to them.","PHIL","male"
"He has if he starts sleeping with their mother.","MAX","male"
"There you go.","PHIL","male"
"But you haven't seen him in...  How many years is it?","IAN","male"
"Right then.  I'll have a word. I'll tell him to...","SEAN","male"
"OK, OK.","JANE","female"
"I think, if you check the terms of the tenancy agreement...","CHRISTIAN","male"
"Could give you a private show if you like.Come on, I'll let you wear my hat.","JACK","male"
"Maybe I don't want to Max to have the satisfaction of seeing he got to me?","SEAN","male"
"It's brilliant mate. I love it.  Thanks‚","GARRY","male"
"I saw you.Oh got your attention now? That's right, I saw you and your ﬁnot so exﬂ wife.","ROXY","female"
"Go on, get home.","TANYA","female"
"If you don't believe me, ask Ronnie.","JACK","male"
"So where you been?","MAX","male"
"Hello sir. Have you come about the appointment?","CLARE","female"
"Sorry I'm late. Dot's back.","CLARE","female"
"Yeah of course.","JACK","male"
"None of this would have happened if you'd taken her out like you said you would.","IAN","male"
"In fact I'm so impressed I'm making her my assistant manager.  So I suggest you show her a little bit more respect from now on. And it seems to me a little bit of team building is in order, so we're gonna stay and have a meeting after work. And if things don't improve after that I'll be forced to think again.  Do you understand Chelsea?","TANYA","female"
"No. I prefer it here.7.32","TANYA","female"
"And I'm grateful, but tell you what, why don't you give me the contact details for whoever you've got working this -","PHIL","male"
"Ian?","JANE","female"
"Recommend someone, did he?  His mate I expect, probably gets a back hander for all referrals -  see, those coaches, they do it for the money, but me, I'm doing this for Peter.  Ain't that right, son?  Sorry.","IAN","male"
"You'd know all about that.  You married him.","STACEY","female"
"I want him to admit to adultery.  You play the DVD.","TANYA","female"
"Ah. I'm sorry... that's a no can do.","JACK","male"
"I can't work with Minty any more.","GARRY","male"
"Haven't got anything else.","TANYA","female"
"Ah, but is she though eh? Don't just switch off, you know? Maybe she wants a second bite of the Hobbster - that's the real reason she's moved in.","GARRY","male"
"Mmm.","IAN","male"
"It was. I was horrible. I was a greedy lump, always in tears, always in trouble. He couldn't stand it.","HEATHER","female"
"Oh well, it's a mystery.","MAX","male"
"No, I liked them, well, um, loved them.  Edward, I'm not gay.","IAN","male"
"Just forgot my scarf.","CLARE","female"
"I will.","ROXY","female"
"We're not doing anything, are we?","JANE","female"
"I know I did, and I tried hard to keep that promise, I did.  But I just couldn't alright.  And maybe at the end of the day this is the best thing for all of us.","MAX","male"
"Babe-","MAX","male"
"I was gonna tell her","JACK","male"
"I was wondering when you were going to get round to it.I mean I even drained the bottle so you wouldn't spill any.Do it.","SEAN","male"
"Hot chocolate?","IAN","male"
"Er, Poo-ill foo-ees.","IAN","male"
"Nah, it's just kids letting off steam, innit. I mean, no-one's getting hurt.  Where's the harm in it eh?","PHIL","male"
"No.  The kids safety is paramount.  Do you mind dinging that for me, please.Come on, misery, see if you can take my hand off. You know you want to.","JACK","male"
"Heather. If she's said something to you?","MINTY","male"
"Things haven't been easy on her.","TANYA","female"
"You're just determined to have a miserable night.","IAN","male"
"We all had a meeting.","IAN","male"
"Alright, yes. What's her name again, Dot?  Clare Bates... Has she worked in a salon before? Well I can't really help her then can I?  Oscar please come on...  Alright. Alright. yes I'll see her but only cos it's you...Send her round about four.Hello. I'm afraid we're fully booked.","TANYA","female"
"Well quite frankly, I feel a little bit used.  And not in a good way.","SEAN","male"
"Is that what this is all about? You sitting in here.","JACK","male"
"She gonna play ball?It's not just the kids who could do with her keeping her mouth shut.","SHIRLEY","female"
"I don't want to hear this.","TANYA","female"
"Oi! Oi.Leave her alone!","SHIRLEY","female"
"Because it's not on the list.  Only approved nutrition goes in that mouth.  And what's she doing here?","IAN","male"
"I notice you didn't have any.","RONNIE","female"
"I thought you was working.","STACEY","female"
"Don't go playing pot and kettle, Phil, it don't suit you.","SHIRLEY","female"
"Of course she does -","TANYA","female"
"Don't be stupid.","STACEY","female"
"I know, I -","MINTY","male"
"I'm sure your Dad is too.","TANYA","female"
"I think you'll find solicitors are expensive.","IAN","male"
"Well how old do you sound eh? ‚I hurt myself bowling.'","TANYA","female"
"Pretty much.","SHIRLEY","female"
"Good afternoon, Booty.    Oh dear.  Never mind.  Some other time then.","CLARE","female"
"'Course.","TANYA","female"
"Go on then, I want it sorted. Now!","IAN","male"
"Not her. She's the last person I'd want here-","JANE","female"
"Yeah. It's just you and me.","TANYA","female"
"No, no. No, you say ﬁwhenﬂ.","IAN","male"
"What's that little toerag been up to now?Him and his mates would have wrecked that whole playground yesterday if I hadn't chased them off.","MINTY","male"
"It's a mess.","SEAN","male"
"You ain't good enough for her.","ROXY","female"
"I thought it was suppose to be a family occasion.","ROXY","female"
"Very upset.  Honey, Roxy loves you too, you're family and she would never do anything to hurt you - even though you being here, is like the worst form of torture -","RONNIE","female"
"Just making conversation.","MAX","male"
"I rang an ambulance and sat with him.","SHIRLEY","female"
"It's not my problem.","TANYA","female"
"Cheers Max.","IAN","male"
"Shirley. And fainting is not ﬁnothingﬂ.And when were you gonna tell me?","MINTY","male"
"Maybe her battery's flat?","MINTY","male"
"Yeah well she loves me, don't she. Always has.","MAX","male"
"Yeah.","TANYA","female"
"So that's it is it?  I sign these, and that makes everything alright. I give you a hundred grand and everything's back to how it was, is it?","MAX","male"
"What's that?","TANYA","female"
"A fairy-tale theme. Why didn't I come up with that?","HEATHER","female"
"Just a client. What are you doing back? I thought you was going to be gone all day.","TANYA","female"
"Roxy scarpered into town and left me on my tod, so I dunno - midnight?","RONNIE","female"
"And if anything goes wrong in this family, it's got something to do with me!","STEVEN","male"
"‚Course - what is this?","SEAN","male"
"I may have been a bit hasty with ...","IAN","male"
"So you've made up your mind then?","SEAN","male"
"I really want this to","TANYA","female"
"ﬁMum's the wordﬂ.See ya later.","MINTY","male"
"I don't want it to be like this.","TANYA","female"
"What was he saying?","JANE","female"
"I don't think we make the most convincing couple do you.","BRADLEY","male"
"You said I'd never get married. I thought you'd be pleased.","HEATHER","female"
"Someone's been working hard.Years ago, I thought all blokes had to be really buff.  You know six-packs. Muscles. Been out with a few.  Now I know that's not what's important.","CLARE","female"
"Ani...","MAX","male"
"Get your mum to have a go if you want quality.   But you better belee-e-e-e-eeeve it! Go on, she ain't gonna do it if I ask, is she?  Temptation...you gotta make me an offer, that cannot be ignored...","MAX","male"
"Yeah, it was Ron's.","ROXY","female"
"Are you're kidding?","ROXY","female"
"No.","CHRISTIAN","male"
"What? I ain't doing nothing.","SHIRLEY","female"
"Look I'm saying watch out for her, that's all.","STACEY","female"
"She ain't in today. She's off visiting Jim.","HEATHER","female"
"You're too young for make-up.","IAN","male"
"So did you really make this yourself?","JACK","male"
"What happened to him?","MINTY","male"
"Kept that one quiet. So what's he like then, this Grant?","CHRISTIAN","male"
"You're making a huge mistake.","ROXY","female"
"Nearly quarter past eight.","HEATHER","female"
"He reckons Patrick gave them to him. I bet it was your own secret stash eh, Gal?","SHIRLEY","female"
"That was down to Billy.","IAN","male"
"Tanya dumping you! Her taking Max back... after everything? That's crazy!I tell you what. That man is incredible. All he has to do is come on with the chat and he gets whatever he wants.  You wait - six months and it'll be like nothing ever happened! They'll all be playing happy families again.","STACEY","female"
"Why?  Too scared to face Aunty Peg?","ROXY","female"
"Not even worth that, are we?","ROXY","female"
"Well you can see that.  You're full of youth.","JACK","male"
"Like to see her try.","PHIL","male"
"Not now.","TANYA","female"
"A bit of huffing and puffing, do you the world of good.GO","PHIL","male"
"Did you miss me?","RONNIE","female"
"I have, I have. What you think Max is gonna let me go? Let alone his kids? No, he's gonna keep on lying and twisting.  He'll go on and on until he wins right... 'cause he always wins.","TANYA","female"
"We can do this. Look I know you're worried -","TANYA","female"
"Didn't have much choice over in New Zealand.","STEVEN","male"
"Yeah that's right. Roxy Mitchell?  Well the normal way, M-I-T-C-H-E double L. Are you sure? Well, can you check again! No, I've already spoken to A & E and they put me through to you.  Ok, thanks bye.","RONNIE","female"
"It's a bit desperate isn't it? Hunting him down.Listening to his messages.","ROXY","female"
"She's the love of his life.  You know what price can you put on that.","GARRY","male"
"What if we could erase everything that happened, bundle it up and just chuck it away.","MAX","male"
"Denise? Can I be there too?","SHIRLEY","female"
"Go on.","SHIRLEY","female"
"Gotta take this one. Councillor Dickinson! What can I do for you?   Civic lunch? Well yeah as it happens.... I've just had a cancellation. So..yes I'm free.Fantastic. I'll see you  there at 12.30.","IAN","male"
"He's in the Vic!  But it's supposed to be a surprise!","HEATHER","female"
"She was just looking out for me.","SHIRLEY","female"
"No no no leave it, leave it. He ain't got a key. He'll go away.  Do you want some crisps?","TANYA","female"
"Well I like to keep my men on their toes.","RONNIE","female"
"Is this going anywhere?","STACEY","female"
"And I don't want you sneaking out of the house all hours.","TANYA","female"
"I must put a no riffraff policy on the door.","JACK","male"
"No way, no you're not putting this on me. If you're gonna break my mother's heart, you'd better think about it.  Very carefully.","GARRY","male"
"Has it?","JANE","female"
"Mind the road.","TANYA","female"
"Nah... And if you don't mind like, I'm a bit busy..","GARRY","male"
"She's my sister.","RONNIE","female"
"That new game you wanted comes out Friday, doesn't it?  Motion carried.","IAN","male"
"Lucy will you just leave it, please?","IAN","male"
"Not until you've cleared this back-log of motors you won't.","PHIL","male"
"We need to talk. Tonight. Please.","TANYA","female"
"No way!","SHIRLEY","female"
"Sean, this isn't good for you, you know. Brooding. You don't stand a chance of getting Tanya back.  Not now.","STACEY","female"
"What, you been watching me?","TANYA","female"
"You will be back though yeah?","CLARE","female"
"This is important to me -","STEVEN","male"
"Yeah?","TANYA","female"
"I knew it! So... If this was her dream... what happened?","STEVEN","male"
"They use these things in Guantanamo?","MAX","male"
"Course she is babe.","MAX","male"
"Not without us trying. No.","TANYA","female"
"I could just about get my head around you two getting married. But this. This is just sick.","GARRY","male"
"OK. If that's what it takes.","CLARE","female"
"Yeah.  She really still loves me.  I knew she still loved me.  I never doubted it really.  I've gotta go and find Garry.","MINTY","male"
"Uncomfortable was it?","JANE","female"
"I'm sorry, darling. I can't do that.Look, I'm not cross with ya.I mean it's seen worse. I mean, the other day Oscar sicked up his entire --","TANYA","female"
"Something like that.","TANYA","female"
"Pounds?    Right, that is coming out of your pocket money.","IAN","male"
"They tried to","SEAN","male"
"I think you've invited Christian over, haven't you?","JANE","female"
"You been talking to Ben?","PHIL","male"
"Lucy's gone","JANE","female"
"I'll phone Edward.","CHRISTIAN","male"
"Oh, you're the...  brother.","STEVEN","male"
"I better go.","TANYA","female"
"You go. I'll be alright.","TANYA","female"
"Look at that. It shouldn't be allowed.","STACEY","female"
"Right I've booked Fargo's.","IAN","male"
"No, um, I'll be straight back, I promise.  Edward, how's the appetizers?","IAN","male"
"...But I really don't wanna make a fuss Shirl.","HEATHER","female"
"Nothing. It's fine.","BRADLEY","male"
"You know better than anyone what she can be like. You banged on at me about it often enough.","JACK","male"
"This isn't the time or place alright.","TANYA","female"
"God...","TANYA","female"
"Do you want a drink?","SHIRLEY","female"
"You might as well call the magazine. Cancel the whole thing. It ain't never gonna happen.","GARRY","male"
"I don't know, I only found him on the internet this week.","STACEY","female"
"Because it's painful?","TANYA","female"
"My next appointment card.","SHIRLEY","female"
"Well next time I'd put the Salon before a gossipy chat with your mates or you won't have a job to come back to.","TANYA","female"
"We'll remember tomorrow. How's that?","STACEY","female"
"I know that's meant to","TANYA","female"
"I saw you. At the Tube.","SHIRLEY","female"
"Go on Garry, get a bit of practise in.","JACK","male"
"I'm alright.","STACEY","female"
"She's probably shacked up with some other mug by now. It's history.","SHIRLEY","female"
"I think we should leave.","RONNIE","female"
"I'm not leaving til you tell me where he is.","STACEY","female"
"What goes around comes around Ian.","JANE","female"
"I don't hate you, Stace.  I'm not saying that... but we both know who's to blame.","TANYA","female"
"Come again?","PHIL","male"
"This must've set you back a few quid.  If you don't mind me asking?","CLARE","female"
"So who's looking after her?","MAX","male"
"Thanks, Auntie Peg.","RONNIE","female"
"Yeah. I think I will.  Sorry Ben.  It's not exactly Saturn. Maybe your teacher'll accept a black hole?","SHIRLEY","female"
"You're sick.","TANYA","female"
"What?","CHRISTIAN","male"
"I'll make it up to you I promise.","RONNIE","female"
"Oy. Toy soldier. Had your marching orders yet?","MAX","male"
"No. I just can't believe it, that's all!","STACEY","female"
"They're... burning. Everything... aching. My legs, my arms, my teeth.","IAN","male"
"Minty....","GARRY","male"
"Me? Nothing... but talk to your brother, ask him about his love-life...","MAX","male"
"That smile! It's frightening.  Right, well, I've got a business do. It's boring I know, but when you've got a family to support...","MAX","male"
"You got something to say, then say it.  Otherwise, get out.","PHIL","male"
"Before you get too excited, I'm here for the hens, not you.If you've forgotten the hen party Jack...","RONNIE","female"
"Anyway...he's gone now. It's over.  I'm fine.  Alright.  Getting there.","TANYA","female"
"Why not.","CLARE","female"
"I told you not to.","TANYA","female"
"If you keep feeding me chips, I'm gonna be a size twenty.15","STACEY","female"
"Ian, tell her.  Lucy, wait.  We are going to get you something.  A new outfit.  For the school disco.","JANE","female"
"I thought I told you to stay away from my kids!","TANYA","female"
"Please don't.","GARRY","male"
"I want you.","MAX","male"
"Are you alright? You've been a bit off since you got here.","JACK","male"
"That's my Seany Sean Sean. No point going to bed early on New Year's Eve is there?","TANYA","female"
"Babe if she doesn't want to go.","MAX","male"
"We'll see you soon.","TANYA","female"
"yeah. I've been seeing a solicitor.","BRADLEY","male"
"Does he look like a cash machine?","PHIL","male"
"Thanks very much.","RONNIE","female"
"And that's not the worst of it.","HEATHER","female"
"Listen, Clare, I'm not so sure this is such a good idea...","IAN","male"
"Listen Clare thanks ever so much for helping out. I really appreciate it.","IAN","male"
"Well I need to talk to you, about Jane.","STACEY","female"
"So you are dumping him.","MAX","male"
"What for?","MINTY","male"
"Thanks, Dot. Big help.  Got a minute?","TANYA","female"
"Me and Roxy are going on holiday.","RONNIE","female"
"Well, it's a little bit loose, but it's nothing a belt won't sort...","CLARE","female"
"So what did you do last","STACEY","female"
"Oh what? Don't you think I'm up to it?","STEVEN","male"
"Shirley? Shirl.Shirl? Wake up. Shirley.","HEATHER","female"
"Not a lot.","RONNIE","female"
"Gives you power, keeps him under control.","RONNIE","female"
"That ain't true.","SHIRLEY","female"
"Alright.  So - talk.","SEAN","male"
"No but I can understand why he thought the idea of... Well, you know what she's like...","IAN","male"
"There you go.","STACEY","female"
"No, er, looks thanks, but no thanks.","IAN","male"
"Yes.","TANYA","female"
"Yeah, come with me.","SHIRLEY","female"
"Tanya, he's playing you, all over again - why can't you see that?","SEAN","male"
"It was an accident. You alright mate?","PHIL","male"
"Time to time - yes of course I do.","JANE","female"
"Why?","MINTY","male"
"Sorry, babe. It's absolute chaos in here.","JANE","female"
"How many wives is it again, Ian?Think you've got it all worked out, don't you? Jane running round skivying after you -","CHRISTIAN","male"
"Morning girls.","TANYA","female"
"But it worked out in the end.  What if that's just life?  Maybe no matter how hard you try some things are just fate.  All this revising's thirsty work.  Tell you what, we've got some gin in the kitchen, hoiw about I make us a cocktail?","HEATHER","female"
"You've lost....  How could you lose the DVD?","TANYA","female"
"Chin up and all that. You know...every cloud...","GARRY","male"
"","IAN","male"
"Ask madam here.","CHRISTIAN","male"
"Funny how your sad little life fits into two bin bags.","MINTY","male"
"They're Bradley's clothes.","STACEY","female"
"Bit what?  Classy?  Expensive?","STACEY","female"
"Is she?","MINTY","male"
"I'm not being funny, but I mean Hazel's more closer to pushing a zimmer frame than she is a pram.","SHIRLEY","female"
"What's she doing here?","JANE","female"
"I need some more dutch courage.","HEATHER","female"
"...You've got to eat something. Most important meal of the day.","MINTY","male"
"It was like having a herd of elephants over my head last night.","IAN","male"
"They asked that you DIDN'T do that, actually.","CLARE","female"
"Which means she's rattled.","MINTY","male"
"Why?","RONNIE","female"
"Steven..! Wait!","STACEY","female"
"Nothing.  It's just good to have you back.","TANYA","female"
"Get your clodhopper out of my face.","SHIRLEY","female"
"Aw. Lovely, yes.","TANYA","female"
"Sure.","HEATHER","female"
"But he doesn't want to be an athlete.","STEVEN","male"
"Maybe.","JACK","male"
"If you want me out of here. I'm gone. It's your house. But let me make one thing crystal clear.  If you're gonna treat me like some second class citizen because I don't fancy women then you can find yourself another partner. I happen to wanna work with people I can respect.","CHRISTIAN","male"
"All in hand?","JANE","female"
"Hello ladies.  Welcome to R&R.  Hope you're ready to have a good time?","RONNIE","female"
"No, I was gonna leave my phone number on a post it note.","RONNIE","female"
"Where did you get that from?","IAN","male"
"It's alright, he'll be alright for a few minutes.","TANYA","female"
"No, no I can't Stace. I don't trust you anymore. You aon't on my side.","SEAN","male"
"I've got something for you.","BRADLEY","male"
"Thanks.And you haven't forgotten we're tasting wines later.","CHRISTIAN","male"
"Alright. Just for the money though alright.","MINTY","male"
"...All I'm saying is it'salright to feel hopeless.  OK.Look. You're at an age when you're starting to have your own thoughts - about the world, about who you are. But it's important to remember Lucy, these are just thoughts. When I was your age, if I wanted to let off some steam, do you know what I used to do.  I used to put my headphones on and I'd jump to some music. It's called pogoing.","IAN","male"
"No, you're alright.  I should be getting off actually.  Bye girls.","TANYA","female"
"What's wrong?","TANYA","female"
"And what about the kids? They love having him here.","JANE","female"
"I said we'd all go there as well.  Well I thought the invitation had been ripped up...  But if you say we can still go–","IAN","male"
"Why can't you?","RONNIE","female"
"Sod off Max.","TANYA","female"
